"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI"
"1227","IB AT JHARSUGUDA","ORISSA","RIVERWATER",25,7,120,0.2,0.3,330,700,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1228","IB AT BRAJRAJ NAGAR D/S","ORISSA","RIVERWATER",24,7.3,138,0.4,0.1,310,940,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1229","IB AT BRAJRAJ NAGAR U/S","ORISSA","RIVERWATER",25,7.2,132,0.3,0.1,460,790,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1230","KATHAJODI D/S AT CUTTACK","ORISSA","RIVERWATER",18,7.4,193,2.1,0.1,780,3300,2015,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"1231","BIRUPA D/S AT CHOUDWAR","ORISSA","RIVERWATER",20,7.6,172,0.4,0.2,330,1300,2015,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"1232","BAITARNI AT JODA ORISSA","ORISSA","RIVERWATER",10,7.2,107,0.4,0.1,78,170,2015,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"1233","BAITARNI AT ANAPUR, ORISSA","ORISSA","RIVERWATER",18,7.6,138,0.2,0.3,330,790,2015,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28
"1234","BAITARNI AT JAJPUR ORISSA","ORISSA","RIVERWATER",23,7.6,124,0.5,0,330,1100,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1235","BAITARNI AT CHABALI, ORISSA","ORISSA","RIVERWATER",23,6.5,207,0.9,0.2,2200,50000,2015,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36
"1236","BAITARNI AT DHAMRA ORISSA","ORISSA","RIVERWATER",23,7.8,234,0.9,0.2,330,1300,2015,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44
"1237","KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANAPUR","ORISSA","RIVERWATER",18,7.6,148,0.5,0.4,490,2200,2015,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28
"1238","BRAHMANI AT U/S PANPOSH","ORISSA","RIVERWATER",10,7.1,118,0.4,0.2,1100,3300,2015,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68
"1239","BRAHMANI AT D/S PANPOSH","ORISSA","RIVERWATER",10,6.8,223,2.6,0.3,18134.3000000001,50000,2015,100,100,60,100,100,0,17,17,13,5.16,22,0,74.16
"1240","BRAHMANI AT ROURKELA D/S","ORISSA","RIVERWATER",10,7,153,2.2,0.2,18134.3000000001,50000,2015,100,100,60,100,100,0,17,17,13,5.16,22,0,74.16
"1241","BRAHMANI AT ROURKELA FDS AT BIRITOLA","ORISSA","RIVERWATER",10,7.1,146,1,0.3,330,790,2015,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68
"1242","BRAHMANI AT BONAIGARH","ORISSA","RIVERWATER",10,7.2,134,0.4,0.1,130,310,2015,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"1243","BRAHMANI AT RENGALI","ORISSA","RIVERWATER",16,7.2,123,0.5,0.4,20,130,2015,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68
"1244","BRAHMANI AT SAMAL","ORISSA","RIVERWATER",14,6.9,137,0.4,0.2,20,78,2015,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"1245","BRAHMANI AT TALCHER U/S","ORISSA","RIVERWATER",21,7.5,117,0.7,0.2,330,790,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1246","BRAHMANI AT TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)","ORISSA","RIVERWATER",7,7.1,125,0.4,0,130,790,2015,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68
"1247","BRAHMANI AT TALCHER FD/S","ORISSA","RIVERWATER",21,7.5,146,0.4,0.1,330,790,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1248","BRAHMANI AT KAMALANGA","ORISSA","RIVERWATER",24,7.3,144,0.8,1.1,490,1300,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1249","BRAHMANI AT DHENKANAL D/S, DHENKANAL TOWN","ORISSA","RIVERWATER",26,7.2,137,0.8,0.4,490,1300,2015,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"1250","BRAHMANI AT KABATABAHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA)","ORISSA","RIVERWATER",22,7.2,124,0.5,0.1,20,130,2015,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"1251","BRAHMANI AT DHARMASHALA U/S","ORISSA","RIVERWATER",23,7.4,128,0.6,0.5,78,230,2015,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"1252","BRAHMANI AT PATTAMUAI","ORISSA","RIVERWATER",22,7.5,148,0.7,0,230,700,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1253","KOEL U/S (AFTER CONFLUENCE OF RIVER KARO)","ORISSA","RIVERWATER",10,7.3,152,0.5,0.1,330,1300,2015,100,100,60,100,100,40,17,17,13,5.16,22,8.8,82.96
"1254","KHARASROTA AT KANDHITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR)","ORISSA","RIVERWATER",23,7.7,102,0.4,0,78,170,2015,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"1255","KHARASROTA AT AUL","ORISSA","RIVERWATER",22,7.4,133,0.4,0,230,790,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"1256","GODAVARI AT JAYAKWADI DAM, AURNAGABAD, MAHARASHTRA","MAHARASHTRA","RIVERWATER",21,7.5,335,2,0,2,70,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1257","GODAVARI RIVER AT SAIKHEDA.","MAHARASHTRA","RIVERWATER",14,7.8,150,2.8,0.1,12,50,2015,100,100,80,100,100,80,17,17,13,6.88,22,17.6,93.48
"1258","GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.","MAHARASHTRA","RIVERWATER",21,7.4,338,4,0,2,70,2015,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8
"1259","GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMPS HOUSE AT JAYAKWADI.","MAHARASHTRA","RIVERWATER",21,7.7,337,3,0,2,70,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1260","GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE.","MAHARASHTRA","RIVERWATER",21,7.1,336,3,0,2,70,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1261","GODAVARI RIVER AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.","MAHARASHTRA","RIVERWATER",25,7.1,366,4,0,2,79,2015,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8
"1262","GODAVARI AT DHALEGAON, MAHARASHTRA","MAHARASHTRA","RIVERWATER",19,7.2,484,4,0.1,2,100,2015,80,100,0,80,100,60,13.6,17,10.4,0,22,13.2,76.2
"1263","GODAVARI AT NAED, MAHARASHTRA","MAHARASHTRA","RIVERWATER",26,7.4,380,3,0,2,70,2015,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"1264","GODAVARI AT RAHER, MAHARASHTRA","MAHARASHTRA","RIVERWATER",26,7.5,297,4,0,2,70,2015,40,100,40,80,100,60,6.8,17,10.4,3.44,22,13.2,72.84
"1265","GODAVARI RIVER AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.","MAHARASHTRA","RIVERWATER",23,7.6,342,3,0,2,70,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1266","GODAVARI RIVER AT NAUR- MADMESHWAR DAM.","MAHARASHTRA","RIVERWATER",14,7.6,141,2,0.3,13,60,2015,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"1267","GODAVARI AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU","ANDHRAPRADESH","RIVERWATER",25,7.2,324,2,0,20,185,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1268","GODAVARI AT RAMAGUAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",23,7.5,451,2,0,50,277,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1269","GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",23,7.5,591,4,0,60,170,2015,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8
"1270","GODAVARI AT RAMAGUAM U/S , KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",24,7.5,432,2,0,44,150,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1271","GODAVARI, D/S OF RAMANUGUAM","ANDHRAPRADESH","RIVERWATER",23,7.5,519,2,0,30,100,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1272","GODAVARI AT KAMALPUR U/S M/S RAYONS LTD. INTAKE WELL, WARANGAL","ANDHRAPRADESH","RIVERWATER",20,7.2,256,2,0,33,100,2015,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24
"1273","GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL","ANDHRAPRADESH","RIVERWATER",22,7.1,260,2,0,25,80,2015,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84
"1274","GODAVARI AT MANCHERIAL","ANDHRAPRADESH","RIVERWATER",24,7.3,324,2,0,35,140,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1275","GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM","ANDHRAPRADESH","RIVERWATER",16,7.1,230,2,0,10,110,2015,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24
"1276","GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM","ANDHRAPRADESH","RIVERWATER",17,7.1,260,2,0,12,160,2015,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24
"1277","GODAVARI AT BURGAMPAHAD, KHAMMAM","ANDHRAPRADESH","RIVERWATER",16,7,267,3,0,15,211,2015,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24
"1278","U/S OF KARAKAVAGU AT PALONCHA, KHAMMAM","ANDHRAPRADESH","RIVERWATER",18,7.2,144,2,0,2,8,2015,80,100,80,100,100,80,13.6,17,13,6.88,22,17.6,90.08
"1279","D/S OF KARAKAVAGU AT PALONCHA, KHAMMAM","ANDHRAPRADESH","RIVERWATER",20,7,446,2,0,5,2,2015,80,100,0,100,100,100,13.6,17,13,0,22,22,87.6
"1280","GODAVARI AT RAJAMURY U/S OF NALLA CHANNEL, A.P","ANDHRAPRADESH","RIVERWATER",18,7.1,200,1,0.3,3,43,2015,80,100,60,100,100,80,13.6,17,13,5.16,22,17.6,88.36
"1281","GODAVARI AT POLAVARAM, A.P.","ANDHRAPRADESH","RIVERWATER",26,7.5,191,0.6,0.2,3,7,2015,40,100,60,100,100,80,6.8,17,13,5.16,22,17.6,81.56
"1282","GODAVARI AT RAJAHMURY U/S, A.P.","ANDHRAPRADESH","RIVERWATER",26,7.6,206,0.6,0.1,3,15,2015,40,100,60,100,100,80,6.8,17,13,5.16,22,17.6,81.56
"1283","GODAVARI AT RAJAMURY D/S OF NALLA CHANNEL, A.P","ANDHRAPRADESH","RIVERWATER",19,6.9,208,1,0,3,28,2015,80,100,60,100,100,80,13.6,17,13,5.16,22,17.6,88.36
"1284","GODAVARI AT RAJAHMURY D/S, A.P.","ANDHRAPRADESH","RIVERWATER",19,7.5,179,1,0.2,7,15,2015,80,100,60,100,100,80,13.6,17,13,5.16,22,17.6,88.36
"1285","GODAVARI RIVER-GANGAPUR DAM","MAHARASHTRA","RIVERWATER",17,7.5,151,2.4,0,4,70,2015,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96
"1286","GODAVARI RIVER AT RAMKU","MAHARASHTRA","RIVERWATER",16,7.3,182,2.4,0.1,8,50,2015,80,100,60,100,100,80,13.6,17,13,5.16,22,17.6,88.36
"1287","GODAVARI RIVER--D/S. NASHIK","MAHARASHTRA","RIVERWATER",17,7.4,170,3,0.1,13,80,2015,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96
"1288","GODAVARI RIVER AT SOMESHWAR","MAHARASHTRA","RIVERWATER",17,7.4,159,3,0,4,110,2015,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96
"1289","GODAVARI RIVER AT HANUMAN GHAT","MAHARASHTRA","RIVERWATER",16,7.7,193,2.2,0.3,14,90,2015,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96
"1290","GODAVARI RIVER--TAPOVAN","MAHARASHTRA","RIVERWATER",17,7.6,167,2.4,0.3,8,60,2015,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96
"1291","GODAVARI RIVER-KAPILA-GODA CONF. POINT","MAHARASHTRA","RIVERWATER",17,7.3,169,2.8,0.4,11,110,2015,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96
"1292","RIVER MANJEERA AT GOWDICHARLA B/C WITH NAKKAVAGU, A.P","ANDHRAPRADESH","RIVERWATER",24,7.4,436,1.2,0.2,8,84,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1293","RIVER MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU, A.P","ANDHRAPRADESH","RIVERWATER",23,7.3,1306,3,0,24,180,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1294","MANJEERA RIVER - NEAR GANAPATHI SUGARS , MEDAK DIST., A.P","ANDHRAPRADESH","RIVERWATER",23,7.9,420,1,0.5,4,31,2015,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8
"1295","MANJERA AT RAIPALLU, A.P.","ANDHRAPRADESH","RIVERWATER",22,7.6,364,1,0.3,2,30,2015,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8
"1296","MANJRA AT D/S IN INTAKE POINT TO BIDAR CITY","KARNATAKA","RIVERWATER",29,7.9,338,1.8,0.1,240,900,2015,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"1297","MANER AT WARANGAL U/S,
A.P.","ANDHRAPRADESH","RIVERWATER",22,5.6,251,2,0,1,13,2015,60,60,40,100,100,80,10.2,10.2,13,3.44,22,17.6,76.44
"1298","MANER AT SOMNAPALLI, A.P.","ANDHRAPRADESH","RIVERWATER",19,5,312,2,0,10,30,2015,80,60,0,100,100,80,13.6,10.2,13,0,22,17.6,76.4
"1299","WARDHA RIVER AT D/S OF ERAI RIVER, HADASTI, CHARAPUR","MAHARASHTRA","RIVERWATER",20,8,220,4.8,0,80,300,2015,80,100,60,80,100,60,13.6,17,10.4,5.16,22,13.2,81.36
"1300","WARDHA RIVER AT U/S OF ERAI RIVER HADASTI, CHARAPUR","MAHARASHTRA","RIVERWATER",20,8,221,4.6,0,13,60,2015,80,100,60,80,100,60,13.6,17,10.4,5.16,22,13.2,81.36
"1301","WARDHA RIVER D/S OF ACC GHUGGUS.","MAHARASHTRA","RIVERWATER",20,8,226,5.6,0,900,1600,2015,80,100,40,80,100,40,13.6,17,10.4,3.44,22,8.8,75.24
"1302","WARDHA RIVER AT CONFLUENCE POINT OF PENGANGA &
WARDHA AT JUAD.","MAHARASHTRA","RIVERWATER",18,8,229,4.6,0,14,26,2015,80,100,40,80,100,80,13.6,17,10.4,3.44,22,17.6,84.04
"1303","WARDHA AT RAJURA BRIDGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",20,8,225,5.2,0,900,1600,2015,80,100,60,80,100,40,13.6,17,10.4,5.16,22,8.8,76.96
"1304","WAINGANGA AT BALAGHAT, M.P.","MADHYAPRADESH","RIVERWATER",22,7.2,226,1.4,0.3,23,17,2015,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24
"1305","WAINGANGA AFTER CONLUENCE WITH KANHAN","MAHARASHTRA","RIVERWATER",18,7.7,226,4.8,0,26,90,2015,80,100,40,80,100,60,13.6,17,10.4,3.44,22,13.2,79.64
"1306","WAINGANGA AT CHHAPARA, NEAR W/S INTAKE POINT, JABALPUR","MADHYAPRADESH","RIVERWATER",23,7.5,346,1.3,0,0,21,2015,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8
"1307","WAINGANGA RIVER U/S OF ELLORA PAPER MILL.","MAHARASHTRA","RIVERWATER",25,7.8,271,7.8,0.1,48,350,2015,60,100,40,60,100,60,10.2,17,7.8,3.44,22,13.2,73.64
"1308","WAINGANGA RIVER D/S OF ELLORA PAPER MILL.","MAHARASHTRA","RIVERWATER",24,7.6,182,5.2,0.1,32,170,2015,60,100,60,80,100,60,10.2,17,10.4,5.16,22,13.2,77.96
"1309","WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.","MAHARASHTRA","RIVERWATER",21,8,223,5,0,280,900,2015,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56
"1310","WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.","MAHARASHTRA","RIVERWATER",21,8,212,5.2,0,500,1600,2015,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56
"1311","WAINGANGA AT ASHTI, MAHARASHTRA","MAHARASHTRA","RIVERWATER",21,8,222,5.8,0.1,1600,1600,2015,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56
"1312","KOLAR BEFORE CONFLUENCE TO KANHAN AT KAMPTEE","MAHARASHTRA","RIVERWATER",24,7.1,235,5.2,0,19,170,2015,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24
"1313","KANHAN AT CHIWARA BEFORE MIXING BOREGAON GROWTH CENTRE NALLA, JABALPUR","MADHYAPRADESH","RIVERWATER",26,7.1,340,1.2,0,10,11,2015,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"1314","KANHAN RIVER U/S OF M/S VIDHARBHA PAPER MILL, SINORA.","MAHARASHTRA","RIVERWATER",25,7.7,224,5.2,0,20,110,2015,60,100,60,80,100,60,10.2,17,10.4,5.16,22,13.2,77.96
"1315","KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.","MAHARASHTRA","RIVERWATER",24,7.6,202,6,0,30,170,2015,60,100,60,80,100,60,10.2,17,10.4,5.16,22,13.2,77.96
"1316","KANHAN D/S OF NAGPUR","MAHARASHTRA","RIVERWATER",18,7.7,265,5,0,50,140,2015,80,100,40,80,100,60,13.6,17,10.4,3.44,22,13.2,79.64
"1317","PURNA AT DHUPESHWAR","MAHARASHTRA","RIVERWATER",20,7.8,378,6.2,1.4,60,170,2015,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6
"1318","PURNA RIVER NEAR ACHALPUR- AMRAVATI AD BRIDGE, ASEGAON, CHAUR BAZAAR, AMRAVATI.","MAHARASHTRA","RIVERWATER",22,7.6,362,7.8,0,52,220,2015,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2
"1319","NIRA AT PULGAON COTTON MILL, WARDHA, MAHARASHTRA","MAHARASHTRA","RIVERWATER",20,7.4,239,5.3,0,22,170,2015,80,100,40,80,100,60,13.6,17,10.4,3.44,22,13.2,79.64
"1320","KINNERASANI A/C OF KTPS ASH PO EFFLUENTS, KHAMMAM, A.P","ANDHRAPRADESH","RIVERWATER",16,7,397,1.8,0,1,35,2015,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2
"1321","SABARI AT KUNAVARAM, KHAMMAM, A.P","ANDHRAPRADESH","RIVERWATER",20,6.5,88,0,0,0,10,2015,80,100,80,100,100,80,13.6,17,13,6.88,22,17.6,90.08
"1322","BINDUSARA RIVER AT BEED NEAR INTAKE WATER PUMP HOUSE AT DAM, PALIGAON, BEED","MAHARASHTRA","RIVERWATER",28,7.4,438,6,0,2,70,2015,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"1323","PENGANGA RIVER NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL","MAHARASHTRA","RIVERWATER",18,8,217,5,0,8,30,2015,80,100,60,80,100,80,13.6,17,10.4,5.16,22,17.6,85.76
"1324","PENGANGA RIVER D/S OF ISAPUR DAM, ISAPUR, PUSAD, YAVATMAL","MAHARASHTRA","RIVERWATER",18,8,218,5.4,0,22,90,2015,80,100,60,80,100,60,13.6,17,10.4,5.16,22,13.2,81.36
"1325","PENGANGA RIVER AT MEHKAR- BULDANA ROAD BRIDGE, MEHKAR,
BULDANA","MAHARASHTRA","RIVERWATER",20,7.8,364,6.8,1.6,45,240,2015,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6
"1326","WENA RIVER AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, HINGANGHAT","MAHARASHTRA","RIVERWATER",16,7.4,235,5.2,0,36,140,2015,80,100,40,80,100,60,13.6,17,10.4,3.44,22,13.2,79.64
"1327","WENA RIVER AT D/S OF MOHATA MILLS, NR RD BRG ON HINGANGHAT- WADNER ROAD","MAHARASHTRA","RIVERWATER",18,7.5,237,7.2,0,28,280,2015,80,100,40,60,100,60,13.6,17,7.8,3.44,22,13.2,77.04
"1328","DARNA RIVER- CHEHEDI PUMPING STATION ( 2660)","MAHARASHTRA","RIVERWATER",17,7.5,145,2.4,0,6,90,2015,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68
"1329","DARNA RIVER AT ASWALI DAM","MAHARASHTRA","RIVERWATER",14,7.7,135,2.2,0,7,80,2015,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"1330","DARNA RIVER AT MES SITE PUMPING STATION","MAHARASHTRA","RIVERWATER",14,7.6,135,2.6,0,4,70,2015,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"1331","DARNA RIVER AT BHAGUR PUMPING ST","MAHARASHTRA","RIVERWATER",14,6.6,151,2.6,0,9,50,2015,100,100,60,100,100,80,17,17,13,5.16,22,17.6,91.76
"1332","DARNA RIVER AT SANSARI VILLAGE","MAHARASHTRA","RIVERWATER",14,7.6,140,2.4,0,8,50,2015,100,100,80,100,100,80,17,17,13,6.88,22,17.6,93.48
"1333","KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM, MAHARASHTRA","MAHARASHTRA","RIVERWATER",21.5,6.7,91,3.1,0.2,12,50,2015,60,100,80,80,100,80,10.2,17,10.4,6.88,22,17.6,84.08
"1334","KRISHNA AT KRISHNA BRIDGE, KARAD, MAHARASHTRA","MAHARASHTRA","RIVERWATER",22,7,97,3.2,0.5,14,350,2015,60,100,80,80,100,60,10.2,17,10.4,6.88,22,13.2,79.68
"1335","KRISHNA RIVER AT KSHETRA MAHULI.","MAHARASHTRA","RIVERWATER",20,7.7,216,3.1,1,250,1800,2015,80,100,60,80,100,40,13.6,17,10.4,5.16,22,8.8,76.96
"1336","KRISHNA RIVER AT KRISHNA- VENNA SANGAM AT MAHULI.","MAHARASHTRA","RIVERWATER",20.5,7.4,455,3.7,1,9,55,2015,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8
"1337","KRISHNA RIVER AT WAI.","MAHARASHTRA","RIVERWATER",20.5,7.4,257,3.8,1,175,350,2015,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24
"1338","KRISHNA AT U/S OF UGARKHURD BARRAGE, KARNATAKA","KARNATAKA","RIVERWATER",22,7.4,330,1,0,500,900,2015,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"1339","KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD","KARNATAKA","RIVERWATER",21,7.2,420,1.1,0,500,900,2015,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"1340","KRISHNA AT D/S OF DEVASAGAR BDG., KARNATAKA","KARNATAKA","RIVERWATER",26,7.5,619,2,0.1,170,500,2015,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"1341","KRISHNA AT TINTINI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",27,7,452,2,0.1,170,500,2015,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"1342","KRISHNA AT D/S OF ALAMATTI DAM, KARNATAKA","KARNATAKA","RIVERWATER",28,7.3,370,0.5,0,500,900,2015,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"1343","KRISHNA AT THANGADI , MAHABOOBNAGAR DIST., A.P","ANDHRAPRADESH","RIVERWATER",24,6.7,480,2,0,2,5,2015,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"1344","KRISHNA AFTER CONFL. WITH TUNGABHADRA, SANGAMESHWARAM A.P.","ANDHRAPRADESH","RIVERWATER",24,7.9,506,0.8,0.6,16,450,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"1345","KRISHNA AT GADWAL BRIDGE, A.P.","ANDHRAPRADESH","RIVERWATER",23,7.1,427,2,0,4,30,2015,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8
"1346","KRISHNA AT WADAPALLY AFTER CONFL. WITH R. MUSI, A.P.(SHIFTED FROM 1220)","ANDHRAPRADESH","RIVERWATER",21,7.1,119,1.7,0.7,4,70,2015,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"1347","KRISHNA AT VEDADRI , GUNTUR DIST., A.P","ANDHRAPRADESH","RIVERWATER",22,7,580,0.2,0,2,2,2015,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"1348","KRISHNA AT AMARAVATI , GUNTUR DIST., A.P","ANDHRAPRADESH","RIVERWATER",20,7.1,532,0.4,0,2,2,2015,80,100,0,100,100,100,13.6,17,13,0,22,22,87.6
"1349","KRISHNA AT VIJAYWADA, A.P.","ANDHRAPRADESH","RIVERWATER",22,7.2,409,0.4,0.1,2,2,2015,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"1350","KRISHNA AT HAMSALA DEEVI
, GUNTUR DIST, A.P","ANDHRAPRADESH","RIVERWATER",21,7.1,6560,0.6,0,2,2,2015,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"1351","BHIMA AT PUNE U/S VITHALWADI, MAHARASHTRA","MAHARASHTRA","RIVERWATER",22,6.7,57,4.7,0.9,275,1800,2015,60,100,100,80,100,40,10.2,17,10.4,8.6,22,8.8,77
"1352","BHIMA RIVER AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE","MAHARASHTRA","RIVERWATER",22,7.3,383,3.4,1.2,225,1600,2015,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4
"1353","BHIMA RIVER-BACKWATER OF UJANI DAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, IAPUR, PUNE","MAHARASHTRA","RIVERWATER",22,6.9,264,3.4,0.8,14,425,2015,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24
